date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:29:00	320312/320312	---M-Z	200	added ('OK')	image/svg+xml	etag:%224e338-63fe3d30-d5ed3ca2406ae026;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.18.0	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.svg	(from https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
22:29:00	602/602	---M-Z	200	added ('OK')	image/svg+xml	etag:%2225a-63fdd1f4-c6a31c7e70366a67;gz%22	https://join.futurebillionr.com/wp-content/plugins/wpforms-lite/assets/images/times-solid-white.svg	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/wpforms-lite/assets/images/times-solid-white.svg	(from https://join.futurebillionr.com/wp-content/plugins/wpforms-lite/assets/css/wpforms-full.min.css?ver=1.8.0.1)
22:29:00	14536/14536	---M--	200	added ('OK')	image/jpeg	etag:%2238c8-63fdde96-d372e2eeb806936f;;;%22	https://join.futurebillionr.com/wp-content/uploads/2023/02/bg-1-1.jpeg	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/uploads/2023/02/bg-1-1.jpg	(from https://join.futurebillionr.com/wp-content/uploads/elementor/css/post-8.css?ver=1679149800)
22:29:01	235147/235147	---M--	200	added ('OK')	image/jpeg	etag:%223968b-63fde120-536ec926940d3f26;;;%22	https://join.futurebillionr.com/wp-content/uploads/2023/02/Black-Gradient-Simple-Motivation-Quote-Instagram-Post-1.jpg	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/uploads/2023/02/Black-Gradient-Simple-Motivation-Quote-Instagram-Post-1.jpg	(from https://join.futurebillionr.com/wp-content/uploads/elementor/css/post-8.css?ver=1679149800)
22:29:01	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-63fe3d30-98eba22ead161606;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
22:29:01	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-63fe3d30-98eba22ead161606;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
22:29:01	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2213174-63fe3d30-978dd69b778c4575;;;%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
22:29:02	101652/101652	---M--	200	added ('OK')	application/font-woff	etag:%2218d14-63fe3d30-ce6d445534cb7138;;;%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
22:29:02	202744/202744	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22317f8-63fe3d30-75895d503895aef5;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
22:29:02	918991/918991	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e05cf-63fe3d30-6460b2fc59d8dcc6;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
22:29:02	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-63fe3d30-b560fa38d4572ee0;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
22:29:03	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-63fe3d30-b560fa38d4572ee0;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
22:29:03	13276/13276	---M--	200	added ('OK')	font/woff2	etag:%2233dc-63fe3d30-4de58731471c807c;;;%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
22:29:03	16276/16276	---M--	200	added ('OK')	application/font-woff	etag:%223f94-63fe3d30-6d074a55c58ea5a8;;;%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
22:29:03	33736/33736	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2283c8-63fe3d30-e5fd70da47f40c97;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
22:29:04	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	etag:%222354a-63fe3d30-85f9f2d7b52c9f2b;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
22:29:04	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Sat,%2018%20Mar%202023%2016:57:15%20GMT	http://connect.facebook.net/en_US/sdk.js	C:/My%20Web%20Sites/new%20site%20101/connect.facebook.net/en_US/sdk.53.delayed	(from https://join.futurebillionr.com/wp-content/plugins/ultimate-elementor/assets/min-js/uael-frontend.min.js?ver=1.36.7)
22:29:05	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%22bc028b35d05fad176f2e2bc4531fce28%22	https://connect.facebook.net/en_US/sdk.js	C:/My%20Web%20Sites/new%20site%20101/connect.facebook.net/en_US/sdk.js	(from https://join.futurebillionr.com/wp-content/plugins/ultimate-elementor/assets/min-js/uael-frontend.min.js?ver=1.36.7)
22:29:06	103968/103968	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Mar%202023%2016:57:17%20GMT	https://join.futurebillionr.com/-negative.svg	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/-negative.svg	(from https://join.futurebillionr.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.11.2)
22:29:08	103968/103968	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Mar%202023%2016:57:18%20GMT	https://join.futurebillionr.com/OPR/	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/OPR/index.html	(from https://join.futurebillionr.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.11.2)
